article_name,country,revision_id,population,article_quality
Michel Rasquin,Luxembourg,708266641,0.6,Start
Antoine Lefort,Luxembourg,708369914,0.6,Stub
Léon Moutrier,Luxembourg,708369973,0.6,Stub
Ernest Leclère,Luxembourg,708370039,0.6,Stub
Jean-Bernard Knepper,Luxembourg,708517151,0.6,Stub
Johny Lahure,Luxembourg,708729390,0.6,Stub
Henry Cravatte,Luxembourg,708822548,0.6,Stub
Raymond Vouel,Luxembourg,708837354,0.6,Stub
Pierre Grégoire,Luxembourg,711170038,0.6,Stub
Marie-Thérèse Gantenbein-Koullen,Luxembourg,712221176,0.6,Stub
Hubert Clément,Luxembourg,712396322,0.6,Stub
René Blum (politician),Luxembourg,712414385,0.6,Stub
Georges Wohlfart,Luxembourg,712417346,0.6,Stub
Lucien Weiler,Luxembourg,712453838,0.6,Stub
Marcel Mart,Luxembourg,712467130,0.6,Stub
Joseph Brebsom,Luxembourg,712481714,0.6,Stub
Norbert Dumont,Luxembourg,712488209,0.6,Stub
Louis Rech,Luxembourg,712511559,0.6,Stub
Fred Sunnen,Luxembourg,713333303,0.6,Stub
Tony Biever,Luxembourg,713989559,0.6,Stub
Marie-Josée Frank,Luxembourg,716333832,0.6,Stub
Léon Metz,Luxembourg,717131440,0.6,Start
Paul de Scherff,Luxembourg,717177663,0.6,Stub
Jerry Weyer,Luxembourg,717897831,0.6,Start
René Urbany,Luxembourg,723760280,0.6,Stub
Jean Wolter,Luxembourg,723763664,0.6,Stub
Andy Maar,Luxembourg,725319802,0.6,Start
Fernand Boden,Luxembourg,729897587,0.6,Stub
Jean-Pierre Büchler,Luxembourg,729898716,0.6,Stub
Camille Ney,Luxembourg,729899299,0.6,Stub
Émile Schaus,Luxembourg,729899398,0.6,Start
Guillaume Soisson,Luxembourg,729899494,0.6,Stub
René Steichen,Luxembourg,729899567,0.6,Stub
Alphonse Osch,Luxembourg,733952379,0.6,Stub
Pierre Mellina,Luxembourg,734437805,0.6,Stub
Maggy Nagel,Luxembourg,735747956,0.6,Stub
Arthur Useldinger,Luxembourg,738656213,0.6,Stub
Nik Welter,Luxembourg,740333293,0.6,Start
Bernard Berg,Luxembourg,740408750,0.6,Stub
Josy Barthel,Luxembourg,741818542,0.6,Start
Albert Bousser,Luxembourg,741818567,0.6,Stub
René Konen,Luxembourg,741818585,0.6,Stub
Paul-Henri Meyers,Luxembourg,741818591,0.6,Start
Étienne Schmit,Luxembourg,741818617,0.6,Stub
Jean-Baptiste Thorn,Luxembourg,741818621,0.6,Stub
Dominique Brasseur,Luxembourg,741818648,0.6,Start
Émile Hamilius,Luxembourg,741818655,0.6,Stub
Léandre Lacroix,Luxembourg,741818670,0.6,Stub
Alphonse Munchen,Luxembourg,741818677,0.6,Stub
Willy Bourg,Luxembourg,741819079,0.6,Start
Robert Brasseur,Luxembourg,741819090,0.6,Start
Xavier Brasseur,Luxembourg,741819092,0.6,Start
Gaston Diderich,Luxembourg,741819136,0.6,Stub
Lucien Dury,Luxembourg,741819146,0.6,Stub
Paul Elvinger,Luxembourg,741819149,0.6,Stub
Marcel Fischbach,Luxembourg,741819169,0.6,Stub
Jean-Marie Halsdorf,Luxembourg,741819227,0.6,Start
Luc Housse,Luxembourg,741819253,0.6,Stub
Léon Kauffman,Luxembourg,741819266,0.6,Start
Antoine Krier,Luxembourg,741819285,0.6,Stub
Pierre Krier,Luxembourg,741819295,0.6,Stub
Auguste Laval,Luxembourg,741819315,0.6,Start
Norbert Metz,Luxembourg,741819383,0.6,Start
Laurent Mosar,Luxembourg,741819392,0.6,Start
Émile Mousel,Luxembourg,741819393,0.6,Stub
Guy de Muyser,Luxembourg,741819404,0.6,Stub
Lambert Schaus,Luxembourg,741819464,0.6,Start
Jean-Louis Schiltz,Luxembourg,741819469,0.6,Stub
Charles Simonis,Luxembourg,741819511,0.6,Stub
Antoine Wehenkel,Luxembourg,741819567,0.6,Stub
Alain Meyer,Luxembourg,742997477,0.6,Stub
Alex Krieps,Luxembourg,743170906,0.6,Stub
Ali Kaes,Luxembourg,743346860,0.6,Stub
"List of members of the European Parliament for Luxembourg, 1999–2004",Luxembourg,745068412,0.6,Stub
Auguste Liesch,Luxembourg,745488290,0.6,Stub
Dominique Urbany,Luxembourg,746441018,0.6,Stub
Robert Mehlen,Luxembourg,747631045,0.6,Stub
Robert Schaffner,Luxembourg,748093498,0.6,Start
Camille Gira,Luxembourg,749288361,0.6,Stub
Carlo Wagner,Luxembourg,750161768,0.6,Stub
Henri Kirpach,Luxembourg,754588701,0.6,Stub
Aloyse Hentgen,Luxembourg,761703430,0.6,Start
Pierre Dupong,Luxembourg,761949034,0.6,Start
Jean Origer,Luxembourg,769345589,0.6,Stub
Jean Ersfeld,Luxembourg,770871209,0.6,Stub
Gaston Gibéryen,Luxembourg,772616432,0.6,Stub
Jean-Pierre Koepp,Luxembourg,772638090,0.6,Start
Emile Calmes,Luxembourg,772776816,0.6,Start
Marc Spautz,Luxembourg,772938849,0.6,Start
Marcel Glesener,Luxembourg,773220716,0.6,Start
Niki Bettendorf,Luxembourg,774222149,0.6,Stub
Jean Colombera,Luxembourg,776341117,0.6,Start
Jean Dupong,Luxembourg,776343358,0.6,Stub
Jhemp Bertrand,Luxembourg,776629525,0.6,Stub
Jean-Pierre Klein,Luxembourg,777023331,0.6,Stub
Aly Jaerling,Luxembourg,777329180,0.6,Start
Joseph Schaack,Luxembourg,777535414,0.6,Stub
Jacques-Yves Henckes,Luxembourg,778387656,0.6,Stub
Victor Thorn,Luxembourg,780050242,0.6,Start
Jean Ulveling,Luxembourg,781080175,0.6,Start
Léon Bollendorff,Luxembourg,782666888,0.6,Stub
Nicolas Biever,Luxembourg,782799911,0.6,Stub
Marcel Sauber,Luxembourg,783354605,0.6,Start
Marco Schank,Luxembourg,783389300,0.6,Stub
Jeannot Krecké,Luxembourg,783463317,0.6,Stub
Émile Colling,Luxembourg,783511097,0.6,Stub
Nicolas Mosar,Luxembourg,783904793,0.6,Stub
Johannes Olav Fallize,Luxembourg,784512229,0.6,C
Christine Doerner,Luxembourg,787981937,0.6,Stub
Damian Kratzenberg,Luxembourg,788129256,0.6,Start
Pierre Frieden,Luxembourg,788838876,0.6,Start
Yvonne Useldinger,Luxembourg,788874333,0.6,Start
Mady Delvaux-Stehres,Luxembourg,788875646,0.6,Start
Astrid Lulling,Luxembourg,788875953,0.6,Start
Ben Fayot,Luxembourg,788875965,0.6,Stub
Ernest Mühlen,Luxembourg,788875989,0.6,Stub
Jean Hamilius,Luxembourg,788876008,0.6,Start
Jean Spautz,Luxembourg,788876013,0.6,Start
Joseph Wohlfart,Luxembourg,788876016,0.6,Stub
Jup Weber,Luxembourg,788876023,0.6,Stub
Lydie Schmit,Luxembourg,788876039,0.6,Stub
Marcel Schlechter,Luxembourg,788876051,0.6,Stub
Nicolas Estgen,Luxembourg,788876060,0.6,Stub
Robert Goebbels,Luxembourg,788876066,0.6,Start
Robert Krieps,Luxembourg,788876070,0.6,Stub
Victor Abens,Luxembourg,788876076,0.6,Start
André Hoffmann (politician),Luxembourg,789138186,0.6,Start
Anne Kremer,Luxembourg,789319175,0.6,C
Nancy Kemp-Arendt,Luxembourg,789323657,0.6,Start
Lydie Err,Luxembourg,789666491,0.6,Stub
Marie-Josée Jacobs,Luxembourg,789666773,0.6,Stub
Patrick Santer,Luxembourg,790363776,0.6,Stub
Camille Polfer,Luxembourg,791375096,0.6,Start
Lydia Mutsch,Luxembourg,792159613,0.6,Stub
Eugène Berger,Luxembourg,792552245,0.6,Stub
Camille Dimmer,Luxembourg,792939120,0.6,Start
Charles Goerens,Luxembourg,793669152,0.6,Start
Victor de Tornaco,Luxembourg,794286181,0.6,Start
Claude Wiseler,Luxembourg,794621613,0.6,Start
Jacques Poos,Luxembourg,797050751,0.6,Start
Nicolas Schmit,Luxembourg,797191840,0.6,Start
Frank Engel (politician),Luxembourg,798144920,0.6,Start
Norbert Haupert,Luxembourg,799299105,0.6,Stub
Viviane Reding,Luxembourg,799671897,0.6,GA
Émile Reuter,Luxembourg,799786611,0.6,Start
Romain Schneider,Luxembourg,801313140,0.6,Stub
Claude Turmes,Luxembourg,801545514,0.6,Start
Marcelle Lentz-Cornette,Luxembourg,801654987,0.6,Start
Tessy Scholtes,Luxembourg,802477842,0.6,Stub
Madeleine Frieden-Kinnen,Luxembourg,802586151,0.6,Stub
Colette Flesch,Luxembourg,802728463,0.6,Start
Octavie Modert,Luxembourg,802728756,0.6,Stub
Guillaume Konsbruck,Luxembourg,802875692,0.6,Start
Théodore Eberhard,Luxembourg,803114032,0.6,Stub
Corinne Cahen,Luxembourg,803760201,0.6,Start
Roy Reding,Luxembourg,804658316,0.6,C
Joe Thein,Luxembourg,804828400,0.6,Start
Jacques Santer,Luxembourg,805222572,0.6,C
Carole Dieschbourg,Luxembourg,805501041,0.6,Start
François Scheffer,Luxembourg,806501713,0.6,Stub
Félix de Blochausen,Luxembourg,806502951,0.6,Start
Édouard Thilges,Luxembourg,806502993,0.6,Start
Charles-Gérard Eyschen,Luxembourg,806503089,0.6,Start
Jean-Jacques Willmar,Luxembourg,806503132,0.6,Start
François-Xavier Wurth-Paquet,Luxembourg,806503196,0.6,Start
Henri Vannérus,Luxembourg,806503217,0.6,Stub
Vendelin Jurion,Luxembourg,806503337,0.6,Stub
Mathias Mongenast,Luxembourg,806503372,0.6,Stub
Émile Servais,Luxembourg,806503445,0.6,C
Gaspard-Théodore-Ignace de la Fontaine,Luxembourg,806599854,0.6,Start
Charles-Mathias Simons,Luxembourg,806605183,0.6,Start
Sven Clement,Luxembourg,806728301,0.6,Stub
Template:Denmark-mayor-stub,Denmark,444431830,5.8,Stub
Template:Denmark-diplomat-stub,Denmark,540994071,5.8,Stub
Template:Denmark-activist-stub,Denmark,564225242,5.8,Stub
Eiler Grubbe,Denmark,643746000,5.8,Stub
Torsten Nielsen,Denmark,663166199,5.8,Stub
Template:Denmark-politician-stub,Denmark,686829001,5.8,Stub
Carl Edvard Rotwitt,Denmark,704906631,5.8,Stub
Christian Emil Krag-Juel-Vind-Frijs,Denmark,704909164,5.8,Stub
Ludvig Holstein-Holsteinborg,Denmark,704909244,5.8,Stub
Christen Andreas Fonnesbech,Denmark,704909670,5.8,Stub
Tage Reedtz-Thott,Denmark,704916318,5.8,Stub
Hugo Egmont Hørring,Denmark,704916375,5.8,Stub
Johan Henrik Deuntzer,Denmark,704917703,5.8,Stub
Frode Sørensen (politician),Denmark,704929287,5.8,Stub
Christian Ulrik Gyldenløve,Denmark,704936337,5.8,Stub
Tom Høyem,Denmark,705431624,5.8,Stub
Klaus Bondam,Denmark,706067548,5.8,Stub
Inge Genefke,Denmark,706119974,5.8,Stub
Eberhard Isbrand Ides,Denmark,707013721,5.8,Stub
Marie-Sophie Nielsen,Denmark,707089137,5.8,Stub
Charles Brun (Denmark),Denmark,707143937,5.8,Stub
Bjarne Møgelhøj,Denmark,707350275,5.8,Stub
Harald Scavenius,Denmark,707597496,5.8,Stub
Kjeld Olesen,Denmark,707598252,5.8,Stub
Karl Kristian Steincke,Denmark,707659333,5.8,Stub
Hans Tabor,Denmark,708979003,5.8,Stub
Laust Jevsen Moltesen,Denmark,709346986,5.8,Start
Poul Weber,Denmark,710058284,5.8,Stub
Urban Hansen,Denmark,711281453,5.8,Stub
Egon Weidekamp,Denmark,711281790,5.8,Stub
Hans Peter Sørensen,Denmark,711282856,5.8,Stub
Mikkel Warming,Denmark,711285107,5.8,Stub
Herluf Zahle,Denmark,711298381,5.8,Stub
Edvard Sørensen,Denmark,711874950,5.8,Stub
Christian Christophersen Sehested,Denmark,712989735,5.8,Stub
Otto Joachim Moltke,Denmark,713019122,5.8,Stub
Bertel Dahlgaard,Denmark,713509441,5.8,Stub
Carl Christian Vilhelm Liebe,Denmark,714507412,5.8,Start
Hans Nicolai Hansen,Denmark,714525339,5.8,Start
Per Carlsen (diplomat),Denmark,714648680,5.8,Stub
Carsten Staur,Denmark,715273155,5.8,Start
Balzer Jacobsen,Denmark,715490796,5.8,Stub
Otto Scavenius,Denmark,715946020,5.8,Stub
Sigurd Ømann,Denmark,715955205,5.8,Start
Ivar Hansen,Denmark,716568314,5.8,Start
Per Federspiel,Denmark,717399728,5.8,Start
Arne Rolighed,Denmark,717545898,5.8,Stub
Kurt Hockerup,Denmark,718126121,5.8,Stub
Adolph Sigfried von der Osten,Denmark,719006459,5.8,Stub
Frederik Carl Gram Schrøder,Denmark,719160470,5.8,Stub
Enevold Sørensen,Denmark,719253459,5.8,Stub
Ole Espersen,Denmark,720887583,5.8,Stub
Ingeborg Hansen,Denmark,721303811,5.8,Stub
Ole Stavad,Denmark,722095518,5.8,Stub
Óli Niklái Skaalum,Denmark,722784593,5.8,Stub
Christian Ludvig Johannesen,Denmark,722785100,5.8,Stub
H.C. Østerby,Denmark,723970510,5.8,Stub
Símun Petur Zachariasen,Denmark,724259954,5.8,Start
Svend Aage Jensby,Denmark,724263248,5.8,Stub
Álvur Zachariasen,Denmark,724620220,5.8,Stub
Finn Olav Gundelach,Denmark,724630451,5.8,Stub
Ludvig Holstein-Ledreborg,Denmark,725125295,5.8,Start
Egon Jakobsen,Denmark,725675868,5.8,Stub
Svend Haugaard,Denmark,729568223,5.8,Stub
Johan Gunder Adler,Denmark,729729123,5.8,Start
Wolfgang von Haffner,Denmark,730034768,5.8,Stub
Hannibal Sehested (council president),Denmark,732615415,5.8,Stub
Christian Rantzau,Denmark,735281835,5.8,Stub
Conrad von Reventlow,Denmark,735541155,5.8,Start
Kenneth Kristensen Berth,Denmark,736986163,5.8,Stub
Poul Christian Stemann,Denmark,737045867,5.8,Start
Viggo Christensen,Denmark,738598153,5.8,Stub
Poul Nielson,Denmark,742094920,5.8,Stub
Frank Jensen,Denmark,742131289,5.8,Stub
Jørgen Olufsen,Denmark,743812351,5.8,Stub
Hans Lynge,Denmark,744433535,5.8,Stub
Tove Fergo,Denmark,745220981,5.8,Stub
Paramount chieftain,Denmark,745794080,5.8,Stub
Alfred Jensen (politician),Denmark,747980221,5.8,Stub
Peter Lauritzen,Denmark,749675026,5.8,Stub
Hans Christian Steffensen,Denmark,750067002,5.8,Start
Isabella Arendt Laursen,Denmark,750290559,5.8,Stub
Bodil Kornbek,Denmark,751194659,5.8,Stub
Christian Mejdahl,Denmark,753712636,5.8,Stub
Poul Søgaard,Denmark,754933834,5.8,Stub
Ulrik Adolf Holstein,Denmark,755259566,5.8,Stub
Dan Michael Knudsen,Denmark,756223583,5.8,Stub
Birthe Rønn Hornbech,Denmark,756654571,5.8,Start
Brian Mikkelsen,Denmark,756654575,5.8,Stub
Carsten Hansen (politician),Denmark,756654582,5.8,Stub
Hans Christian Schmidt,Denmark,756654658,5.8,Stub
Jakob Axel Nielsen,Denmark,756654798,5.8,Stub
Martin Geertsen,Denmark,756654980,5.8,Start
Mette Gjerskov,Denmark,756655110,5.8,Stub
Morten Bødskov,Denmark,756655128,5.8,Stub
Eva Kjer Hansen,Denmark,756793961,5.8,Stub
Gitte Lillelund Bech,Denmark,756794869,5.8,Stub
Aaja Chemnitz Larsen,Denmark,757102962,5.8,Start
Fanny Jensen,Denmark,757251965,5.8,Stub
Benedikte Kiær,Denmark,757540232,5.8,Stub
Carina Christensen,Denmark,757540344,5.8,Stub
Helle Degn,Denmark,757563145,5.8,Start
Henriette Kjær,Denmark,757563157,5.8,Start
Marianne Jelved,Denmark,757615256,5.8,Start
Julius Bomholt,Denmark,757731184,5.8,Stub
Pia Olsen Dyhr,Denmark,758010229,5.8,Stub
Christine Antorini,Denmark,758556843,5.8,Start
Nicolai Wammen,Denmark,759454194,5.8,Start
Ritt Bjerregaard,Denmark,759481897,5.8,C
Pernille Rosenkrantz-Theil,Denmark,760001093,5.8,Start
Poul Hansen,Denmark,761232713,5.8,Start
Hans Klingenberg,Denmark,762684039,5.8,Stub
Kristoffer Lynge,Denmark,764223245,5.8,Stub
Louise Frevert,Denmark,764600360,5.8,Stub
Sigvard Munk,Denmark,766246874,5.8,Stub
Lars Engberg,Denmark,766249161,5.8,Stub
Stig Grenov,Denmark,766287939,5.8,Stub
Ole Hansen (politician),Denmark,767371759,5.8,Stub
Anders Nielsen (politician),Denmark,767372036,5.8,Stub
Christian Sonne,Denmark,767372249,5.8,Stub
Juliane Henningsen,Denmark,767791725,5.8,Start
Lene Hansen,Denmark,769086217,5.8,Stub
Bo Knudsen,Denmark,770612872,5.8,Stub
K. B. Andersen,Denmark,772053485,5.8,Start
Alsing Andersen,Denmark,772053530,5.8,Stub
Ulrik Wilbek,Denmark,772311953,5.8,Start
Christian Albrecht Bluhme,Denmark,772390548,5.8,Stub
Peter Georg Bang,Denmark,772391047,5.8,Stub
Michael Pedersen Friis,Denmark,772391182,5.8,Stub
Thomas Madsen-Mygdal,Denmark,772392111,5.8,Stub
Frank Aaen,Denmark,772949407,5.8,Stub
Anker Boye,Denmark,773602945,5.8,Start
Charlotte Sahl-Madsen,Denmark,773993189,5.8,Start
Søren Pape Poulsen,Denmark,775942803,5.8,Start
Jens Kramer Mikkelsen,Denmark,776481266,5.8,Start
Jens Pauli Skaalum,Denmark,776481984,5.8,Stub
Jesper Langballe,Denmark,776539879,5.8,C
Yildiz Akdogan,Denmark,776594023,5.8,Start
John Brædder,Denmark,776932311,5.8,Stub
Ruth Kristiansen,Denmark,777288352,5.8,Start
Kashif Ahmad,Denmark,777908594,5.8,Stub
Svend Erik Hovmand,Denmark,779225292,5.8,Stub
Ida Auken,Denmark,779225874,5.8,Start
Lise Østergaard,Denmark,779770648,5.8,C
Poul Michelsen,Denmark,780177301,5.8,C
Troels Lund Poulsen,Denmark,780498898,5.8,Stub
Carl Christian Hall,Denmark,780906726,5.8,Start
List of Faroese members of the Folketing,Denmark,780913123,5.8,Start
Lars Christian Lilleholt,Denmark,782531392,5.8,Stub
Bente Hansen,Denmark,782892319,5.8,Start
Mads Pagh Bruun,Denmark,783067500,5.8,Stub
Peter Daniel Bruun,Denmark,783067519,5.8,Start
Malou Aamund,Denmark,783131497,5.8,Stub
Fríðrikur Petersen,Denmark,783202212,5.8,Stub
Marianne Karlsmose,Denmark,783468540,5.8,Stub
Poul Møller,Denmark,783697738,5.8,Stub
Edvard Brandes,Denmark,784316469,5.8,Start
Erling Olsen,Denmark,784440138,5.8,Stub
Fredrik Bajer,Denmark,784766633,5.8,Start
Ulla Dahlerup,Denmark,785037969,5.8,Start
Niels Gade,Denmark,785902480,5.8,B
Kjeld Philip,Denmark,786622449,5.8,Stub
Peter Christian Knudsen,Denmark,786930135,5.8,Stub
Bodil Koch,Denmark,786932106,5.8,C
Angaangaq Lyberth,Denmark,787080763,5.8,Stub
Peter Brixtofte,Denmark,787115803,5.8,C
Henning Matzen,Denmark,787267109,5.8,Start
Nina Bang,Denmark,787378943,5.8,B
Ole Wøhlers Olsen,Denmark,787406154,5.8,Stub
Torie Osborn,Denmark,787450369,5.8,Start
Ove Rode,Denmark,787475062,5.8,Start
Carl Petersen (Danish politician),Denmark,787507714,5.8,Stub
Hans Engell,Denmark,787755638,5.8,Stub
Ellen Margrethe Løj,Denmark,787987010,5.8,Start
Peter Taksøe-Jensen,Denmark,788025080,5.8,Stub
Henri Konow,Denmark,788227132,5.8,Start
Thorkild Simonsen,Denmark,788774876,5.8,Start
Emilie Turunen,Denmark,788789401,5.8,Start
Jeppe Kofod,Denmark,788789438,5.8,Start
Rikke Karlsson,Denmark,788789513,5.8,Start
Rina Ronja Kari,Denmark,788789519,5.8,Stub
Ulla Tørnæs,Denmark,788789541,5.8,Start
Arne Melchior,Denmark,788789785,5.8,Stub
Jens Okking,Denmark,788789816,5.8,Start
Cay Lembcke,Denmark,788790105,5.8,Start
Torben Lund,Denmark,788804036,5.8,Start
Knud Kristensen,Denmark,789261267,5.8,Start
Astrid Krag,Denmark,789332776,5.8,Start
Peter Adler Alberti,Denmark,789364676,5.8,C
Michael Aastrup Jensen,Denmark,789365610,5.8,Start
Holger Hammerich,Denmark,789365764,5.8,Start
Søren Hald Møller,Denmark,789366045,5.8,Stub
Hans Peter Ingerslev,Denmark,789503283,5.8,Start
Preben Møller Hansen,Denmark,789503692,5.8,Start
Jan Trøjborg,Denmark,789713145,5.8,Stub
Martin Lidegaard,Denmark,789713589,5.8,Stub
Ferdinand Meldahl,Denmark,789713835,5.8,Start
Christian Günther von Bernstorff,Denmark,789714206,5.8,Start
Johannes Friis-Skotte,Denmark,789714444,5.8,Stub
Rasmus Helveg Petersen,Denmark,789714609,5.8,Stub
Christian Ditlev Frederik Reventlow,Denmark,789714762,5.8,C
Steen Spore,Denmark,789714924,5.8,Stub
Christian Ditlev Reventlow (1710–1775),Denmark,789715190,5.8,Stub
Joachim Gersdorff,Denmark,789715214,5.8,Start
Jørgen Lykke,Denmark,789715670,5.8,Stub
Jacob Ulfeldt (born 1567),Denmark,789716306,5.8,Start
Thorvald Stauning,Denmark,789930363,5.8,C
N. F. S. Grundtvig,Denmark,789930428,5.8,C
Mogens Lykketoft,Denmark,789931777,5.8,GA
Mariann Fischer Boel,Denmark,789932858,5.8,C
Poul Hartling,Denmark,789933463,5.8,Start
Lars Barfoed,Denmark,789934229,5.8,Start
Asmaa Abdol-Hamid,Denmark,789952387,5.8,C
Yvonne Herløv Andersen,Denmark,790303786,5.8,Start
Jørgen Jørgensen (politician),Denmark,790418568,5.8,Stub
Birte Weiss,Denmark,790422198,5.8,Start
Karen Jespersen,Denmark,790422379,5.8,Start
Karen Ellemann,Denmark,790423157,5.8,Start
Joachim Godske Moltke,Denmark,791229061,5.8,Start
Adam Wilhelm Moltke,Denmark,791230360,5.8,Start
Orla Lehmann,Denmark,791327502,5.8,Start
Bo Libergren,Denmark,791761811,5.8,Stub
Christian Friis Bach,Denmark,792115962,5.8,Stub
Bjarne Corydon,Denmark,792537716,5.8,Stub
Kirsten Auken,Denmark,792641952,5.8,Stub
Erik Eriksen,Denmark,793733139,5.8,Start
Mimi Jakobsen,Denmark,795003371,5.8,Stub
Claus Hjort Frederiksen,Denmark,795043601,5.8,Start
Connie Hedegaard,Denmark,795182747,5.8,C
Karl Skytte,Denmark,796435953,5.8,Stub
Peder Griffenfeld,Denmark,797200722,5.8,B
Jacob Haugaard,Denmark,797493235,5.8,Start
Søren Gade,Denmark,797669262,5.8,Start
Henrik Nicolai Clausen,Denmark,798014986,5.8,Start
Anders Olsen,Denmark,798260839,5.8,Stub
Ivar Nørgaard,Denmark,798338069,5.8,Stub
Sigrið av Skarði Joensen,Denmark,798488499,5.8,Start
Søren Jessen-Petersen,Denmark,798626493,5.8,Start
Pia Kjærsgaard,Denmark,798659801,5.8,C
John Christmas Møller,Denmark,799494645,5.8,Start
Pia Christmas-Møller,Denmark,799524313,5.8,Start
Verner Dalskov,Denmark,799916192,5.8,Stub
Ditlev Gothard Monrad,Denmark,800093634,5.8,Start
Anker Jørgensen,Denmark,800720298,5.8,C
Mikaela Engell,Denmark,801398153,5.8,Stub
Erik Bo Andersen,Denmark,801691166,5.8,GA
Helga Pedersen (Denmark),Denmark,802653238,5.8,Stub
Pia Gjellerup,Denmark,802653357,5.8,Stub
Lene Espersen,Denmark,802653768,5.8,Start
Karen Hækkerup,Denmark,802653785,5.8,Stub
Mette Frederiksen,Denmark,802653818,5.8,Start
Augo Lynge,Denmark,802661726,5.8,Start
Jacob Ulfeldt (1535–1593),Denmark,803040517,5.8,Start
Flemming Hansen (politician),Denmark,803390850,5.8,Stub
Annette Vilhelmsen,Denmark,803420029,5.8,Start
Helle Thorning-Schmidt,Denmark,803440687,5.8,GA
Lis Groes,Denmark,803586149,5.8,Start
Johan Frederik Schlegel,Denmark,803591770,5.8,Stub
Edel Saunte,Denmark,803594791,5.8,Start
Louise Gade,Denmark,804248891,5.8,Start
Vibeke Storm Rasmussen,Denmark,804271251,5.8,Start
Merete Riisager,Denmark,804338060,5.8,Stub
Sophie Hæstorp Andersen,Denmark,804458335,5.8,Stub
Ulrik Frederik Gyldenløve,Denmark,804587841,5.8,C
Morten Østergaard,Denmark,804623621,5.8,Stub
Henning Christophersen,Denmark,804881157,5.8,Start
Andreas du Plessis de Richelieu,Denmark,805105305,5.8,Start
Søren Krarup,Denmark,805123028,5.8,C
Kristian Thulesen Dahl,Denmark,805129415,5.8,Start
Uffe Elbæk,Denmark,805130348,5.8,C
Jens Christian Christensen,Denmark,805243586,5.8,Start
Otto Liebe,Denmark,805244157,5.8,Stub
Klaus Berntsen,Denmark,805244405,5.8,Start
Erling Foss,Denmark,805354445,5.8,Stub
Martin Henriksen (Danish politician),Denmark,805824443,5.8,Start
Søren Espersen,Denmark,805839784,5.8,Stub
Gitte Seeberg,Denmark,805848618,5.8,Start
Elisabeth Johansen,Denmark,806114282,5.8,C
Margrethe Vestager,Denmark,806223817,5.8,GA
Inger Støjberg,Denmark,806293798,5.8,C
Joachim Olsen,Denmark,806446287,5.8,C
Niels Neergaard,Denmark,806579598,5.8,Start
Gregers Joensen,Denmark,806749081,5.8,Stub
Henning Podebusk,Denmark,807237660,5.8,Start
Simon Emil Ammitzbøll,Denmark,807366876,5.8,Start
Torsten Schack Pedersen,Denmark,807400100,5.8,Stub
Peter Christensen,Denmark,807400247,5.8,Stub
Kristian Jensen,Denmark,807400463,5.8,Start
Carl Holst,Denmark,807401010,5.8,Stub
Özlem Cekic,Denmark,807453138,5.8,C
Jonas Dahl,Denmark,807453538,5.8,Stub
Template:Kenya-mayor-stub,Kenya,444766243,51,Stub
Kennedy Kiliku,Kenya,623004627,51,Stub
Irshadali Sumra,Kenya,664793790,51,Stub
Hosea Kiplagat,Kenya,671032132,51,Stub
Julius Muthamia,Kenya,684879320,51,Start
Sospeter Machage,Kenya,699341277,51,Start
Maurice S. Makhanu,Kenya,709821199,51,Stub
G. G. Njuguna Ngengi,Kenya,713351236,51,Start
Gitau wa Njenga,Kenya,713812142,51,Start
James Beauttah,Kenya,713871389,51,Stub
Davidson Ngibuini Kuguru,Kenya,719237570,51,Stub
Tiras Nyingi Ngahu,Kenya,722319064,51,Stub
James Njiru,Kenya,723301153,51,Stub
Julius Kibiwott Melly,Kenya,723535564,51,Stub
Ahmed Abdi Ogle,Kenya,723807310,51,Stub
Moses Kasaine,Kenya,724109526,51,Stub
Grace Jelagat Kipchoim,Kenya,724671827,51,Stub
Peter Njoroge Baiya,Kenya,728613573,51,Stub
Peter Njuguna Gitau,Kenya,728613577,51,Stub
Nelson Gaichuhie,Kenya,728613587,51,Stub
Pollyins Ochieng Anyango,Kenya,728613603,51,Stub
Peter Edick Omondi Anyanga,Kenya,728613607,51,Stub
Mohamed Hussein Ali,Kenya,728613637,51,Stub
Mohamed Ibrahim Elmi,Kenya,728613639,51,Stub
Stanley Munga Githunguri,Kenya,728613646,51,Stub
Ali Rasso Dido,Kenya,728613680,51,Stub
Adhu Awiti,Kenya,728613689,51,Stub
Philip Godana,Kenya,728613691,51,Stub
Ramadhan Seif Kajembe,Kenya,728613764,51,Stub
William Kipkorir,Kenya,728613774,51,Stub
Peter Kiilu,Kenya,728613798,51,Stub
Kipruto Rono Arap Kirwa,Kenya,728613834,51,Stub
Khatib Mwashetani,Kenya,728613841,51,Stub
Ntoitha M'mithiaru,Kenya,728613883,51,Stub
Moses Lessonet,Kenya,728613900,51,Stub
Raphael Lentimalo,Kenya,728613907,51,Stub
Simon Lesirma,Kenya,728613912,51,Stub
Robert Onsare Monda,Kenya,728613954,51,Stub
Patrick Kariuki Muiruri,Kenya,728613970,51,Stub
Mohamed Maalim Mohamud,Kenya,728613976,51,Start
Arthur Magugu,Kenya,728613980,51,Stub
Francis Masakhalia,Kenya,728613984,51,Stub
Darius Msagha Mbela,Kenya,728613991,51,Stub
Gilbert Kabere M'mbijiwe,Kenya,728613993,51,Stub
